Date,Open Price,Close Price,Adj Close Price,Volume
6/14/2019,1086.420044,1085.349976,1085.349976,1111500
6/17/2019,1086.280029,1092.5,1092.5,941600
6/18/2019,1109.689941,1103.599976,1103.599976,1386700
6/19/2019,1105.599976,1102.329956,1102.329956,1338800
6/20/2019,1119.98999,1111.420044,1111.420044,1262000
6/21/2019,1109.23999,1121.880005,1121.880005,1947600
6/24/2019,1119.609985,1115.52002,1115.52002,1395600
6/25/2019,1112.660034,1086.349976,1086.349976,1546900
6/26/2019,1086.5,1079.800049,1079.800049,1810900
6/27/2019,1084,1076.01001,1076.01001,1004300
6/28/2019,1076.390015,1080.910034,1080.910034,1693200
07-01-2019,1098,1097.949951,1097.949951,1436300
07-02-2019,1102.23999,1111.25,1111.25,991600
07-03-2019,1117.410034,1121.579956,1121.579956,767000
07-05-2019,1117.800049,1131.589966,1131.589966,1264300
07-08-2019,1125.170044,1116.349976,1116.349976,1236400
07-09-2019,1111.800049,1124.829956,1124.829956,1330400
07-10-2019,1131.219971,1140.47998,1140.47998,1209500
07-11-2019,1143.25,1144.209961,1144.209961,1195500
07-12-2019,1143.98999,1144.900024,1144.900024,864000
7/15/2019,1146.859985,1150.339966,1150.339966,903800
7/16/2019,1146,1153.579956,1153.579956,1238800
7/17/2019,1150.969971,1146.349976,1146.349976,1170000
7/18/2019,1141.73999,1146.329956,1146.329956,1291300
7/19/2019,1148.189941,1130.099976,1130.099976,1647200
7/22/2019,1133.449951,1138.069946,1138.069946,1301500
7/23/2019,1144,1146.209961,1146.209961,1093700
7/24/2019,1131.900024,1137.810059,1137.810059,1589800
7/25/2019,1137.819946,1132.119995,1132.119995,2209800
7/26/2019,1224.040039,1250.410034,1250.410034,4805800
7/29/2019,1241.050049,1239.410034,1239.410034,2223700
7/30/2019,1225.410034,1225.140015,1225.140015,1453300
7/31/2019,1223,1216.680054,1216.680054,1725500
08-01-2019,1214.030029,1209.01001,1209.01001,1698500
08-02-2019,1200.73999,1193.98999,1193.98999,1645100
08-05-2019,1170.040039,1152.319946,1152.319946,2597500
08-06-2019,1163.310059,1169.949951,1169.949951,1709400
08-07-2019,1156,1173.98999,1173.98999,1444300
08-08-2019,1182.829956,1204.800049,1204.800049,1468000
08-09-2019,1197.98999,1188.01001,1188.01001,1065700
08-12-2019,1179.209961,1174.709961,1174.709961,1003000
8/13/2019,1171.459961,1197.27002,1197.27002,1294400
8/14/2019,1176.310059,1164.290039,1164.290039,1578700
8/15/2019,1163.5,1167.26001,1167.26001,1218700
8/16/2019,1179.550049,1177.599976,1177.599976,1313300
8/19/2019,1190.089966,1198.449951,1198.449951,1231600
8/20/2019,1195.25,1182.689941,1182.689941,915500
8/21/2019,1193.150024,1191.25,1191.25,740700
8/22/2019,1194.069946,1189.530029,1189.530029,947500
8/23/2019,1181.98999,1151.290039,1151.290039,1687000
8/26/2019,1157.26001,1168.890015,1168.890015,1226100
8/27/2019,1180.530029,1167.839966,1167.839966,1077200
8/28/2019,1161.709961,1171.02002,1171.02002,802000
8/29/2019,1181.119995,1192.849976,1192.849976,1088400
8/30/2019,1198.5,1188.099976,1188.099976,1129800
09-03-2019,1177.030029,1168.390015,1168.390015,1479900
09-04-2019,1176.709961,1181.410034,1181.410034,1068900
09-05-2019,1191.530029,1211.380005,1211.380005,1408100
09-06-2019,1208.130005,1204.930054,1204.930054,1072100
09-09-2019,1204,1204.410034,1204.410034,1471900
09-10-2019,1195.150024,1206,1206,1260100
09-11-2019,1203.410034,1220.170044,1220.170044,1307000
09-12-2019,1224.300049,1234.25,1234.25,1725900
9/13/2019,1231.349976,1239.560059,1239.560059,1301400
9/16/2019,1229.52002,1231.300049,1231.300049,1053300
9/17/2019,1230.400024,1229.150024,1229.150024,955100
9/18/2019,1227.51001,1232.410034,1232.410034,1135100
9/19/2019,1232.060059,1238.709961,1238.709961,996000
9/20/2019,1233.119995,1229.930054,1229.930054,2270000
9/23/2019,1226,1234.030029,1234.030029,1062400
9/24/2019,1240,1218.76001,1218.76001,1583200
9/25/2019,1215.819946,1246.52002,1246.52002,1453000
9/26/2019,1241.959961,1241.390015,1241.390015,1538000
9/27/2019,1243.01001,1225.089966,1225.089966,1353900
9/30/2019,1220.969971,1219,1219,1404100
10-01-2019,1219,1205.099976,1205.099976,1273500
10-02-2019,1196.97998,1176.630005,1176.630005,1615100
10-03-2019,1180,1187.829956,1187.829956,1621200
10-04-2019,1191.890015,1209,1209,1162400
10-07-2019,1204.400024,1207.680054,1207.680054,842900
10-08-2019,1197.589966,1189.130005,1189.130005,1039300
10-09-2019,1199.349976,1202.310059,1202.310059,867700
10-10-2019,1198.579956,1208.670044,1208.670044,846600
10-11-2019,1222.209961,1215.449951,1215.449951,1272700
10/14/2019,1212.339966,1217.140015,1217.140015,867500
10/15/2019,1220.400024,1243.01001,1243.01001,1381700
10/16/2019,1241.170044,1243.640015,1243.640015,1094600
10/17/2019,1250.930054,1253.069946,1253.069946,952400
10/18/2019,1253.459961,1245.48999,1245.48999,1352800
10/21/2019,1252.26001,1246.150024,1246.150024,1027200
10/22/2019,1247.849976,1242.800049,1242.800049,1023800
10/23/2019,1242.359985,1259.130005,1259.130005,911500
10/24/2019,1260.900024,1260.98999,1260.98999,1028100
10/25/2019,1251.030029,1265.130005,1265.130005,1213100
10/28/2019,1275.449951,1290,1290,2613200
10/29/2019,1276.22998,1262.619995,1262.619995,1886400
10/30/2019,1252.969971,1261.290039,1261.290039,1408900
10/31/2019,1261.280029,1260.109985,1260.109985,1455700
11-01-2019,1265,1273.73999,1273.73999,1670100
11-04-2019,1276.449951,1291.369995,1291.369995,1501000
11-05-2019,1292.890015,1292.030029,1292.030029,1282700
11-06-2019,1289.459961,1291.800049,1291.800049,1152700
11-07-2019,1294.280029,1308.859985,1308.859985,2030000
11-08-2019,1305.280029,1311.369995,1311.369995,1251400
11-11-2019,1303.180054,1299.189941,1299.189941,1011900
11-12-2019,1300,1298.800049,1298.800049,1085900
11/13/2019,1294.069946,1298,1298,826700
11/14/2019,1297.5,1311.459961,1311.459961,1193500
11/15/2019,1318.939941,1334.869995,1334.869995,1782600
11/18/2019,1332.219971,1320.699951,1320.699951,1487400
11/19/2019,1327.699951,1315.459961,1315.459961,1269200
11/20/2019,1311.73999,1303.050049,1303.050049,1308600
11/21/2019,1301.47998,1301.349976,1301.349976,995500
11/22/2019,1305.619995,1295.339966,1295.339966,1385700
11/25/2019,1299.180054,1306.689941,1306.689941,1036200
11/26/2019,1309.859985,1313.550049,1313.550049,1069700
11/27/2019,1315,1312.98999,1312.98999,995600
11/29/2019,1307.119995,1304.959961,1304.959961,587000
12-02-2019,1301,1289.920044,1289.920044,1510900
12-03-2019,1279.569946,1295.280029,1295.280029,1143800
12-04-2019,1307.01001,1320.540039,1320.540039,1537500
12-05-2019,1328,1328.130005,1328.130005,1212700
12-06-2019,1333.439941,1340.619995,1340.619995,1314800
12-09-2019,1338.040039,1343.560059,1343.560059,1354300
12-10-2019,1341.5,1344.660034,1344.660034,1094100
12-11-2019,1350.839966,1345.02002,1345.02002,850400
12-12-2019,1345.939941,1350.27002,1350.27002,1281000
12/13/2019,1347.949951,1347.829956,1347.829956,1549600
12/16/2019,1356.5,1361.170044,1361.170044,1397300
12/17/2019,1362.890015,1355.119995,1355.119995,1854000
12/18/2019,1356.599976,1352.619995,1352.619995,1522600
12/19/2019,1351.819946,1356.040039,1356.040039,1469900
12/20/2019,1363.349976,1349.589966,1349.589966,3315000
12/23/2019,1355.869995,1348.839966,1348.839966,883100
12/24/2019,1348.5,1343.560059,1343.560059,347500
12/26/2019,1346.170044,1360.400024,1360.400024,667500
12/27/2019,1362.98999,1351.890015,1351.890015,1038400
12/30/2019,1350,1336.140015,1336.140015,1050900
12/31/2019,1330.109985,1337.02002,1337.02002,961800
01-02-2020,1341.550049,1367.369995,1367.369995,1406600
01-03-2020,1347.859985,1360.660034,1360.660034,1186400
01-06-2020,1350,1394.209961,1394.209961,1732300
01-07-2020,1397.939941,1393.339966,1393.339966,1502700
01-08-2020,1392.079956,1404.319946,1404.319946,1528000
01-09-2020,1420.569946,1419.829956,1419.829956,1500900
01-10-2020,1427.560059,1429.72998,1429.72998,1820700
1/13/2020,1436.130005,1439.22998,1439.22998,1652300
1/14/2020,1439.01001,1430.880005,1430.880005,1558900
1/15/2020,1430.209961,1439.199951,1439.199951,1282700
1/16/2020,1447.439941,1451.699951,1451.699951,1173700
1/17/2020,1462.910034,1480.390015,1480.390015,2396200
1/21/2020,1479.119995,1484.400024,1484.400024,2036700
1/22/2020,1491,1485.949951,1485.949951,1610800
1/23/2020,1487.640015,1486.650024,1486.650024,1351200
1/24/2020,1493.589966,1466.709961,1466.709961,1784600
1/27/2020,1431,1433.900024,1433.900024,1755200
1/28/2020,1443,1452.560059,1452.560059,1577400
1/29/2020,1458.800049,1458.630005,1458.630005,1077700
1/30/2020,1439.959961,1455.839966,1455.839966,1339400
1/31/2020,1468.900024,1434.22998,1434.22998,2417200
02-03-2020,1462,1485.939941,1485.939941,3055200
02-04-2020,1457.069946,1447.069946,1447.069946,3933000
02-05-2020,1462.420044,1448.22998,1448.22998,1986200
02-06-2020,1450.329956,1476.22998,1476.22998,1679400
02-07-2020,1467.300049,1479.22998,1479.22998,1172300
02-10-2020,1474.319946,1508.680054,1508.680054,1419900
02-11-2020,1511.810059,1508.790039,1508.790039,1344600
02-12-2020,1514.47998,1518.27002,1518.27002,1167600
2/13/2020,1512.689941,1514.660034,1514.660034,929500
2/14/2020,1515.599976,1520.73999,1520.73999,1197800
2/18/2020,1515,1519.670044,1519.670044,1120700
2/19/2020,1525.069946,1526.689941,1526.689941,949300
2/20/2020,1522,1518.150024,1518.150024,1096600
2/21/2020,1508.030029,1485.109985,1485.109985,1731700
2/24/2020,1426.109985,1421.589966,1421.589966,2867100
2/25/2020,1433,1388.449951,1388.449951,2478300
2/26/2020,1396.140015,1393.180054,1393.180054,2202400
2/27/2020,1362.060059,1318.089966,1318.089966,2971100
2/28/2020,1277.5,1339.329956,1339.329956,3790600
03-02-2020,1351.609985,1389.109985,1389.109985,2431500
03-03-2020,1399.420044,1341.390015,1341.390015,2402300
03-04-2020,1359.22998,1386.52002,1386.52002,1913300
03-05-2020,1350.199951,1319.040039,1319.040039,2561300
03-06-2020,1277.060059,1298.410034,1298.410034,2660600
03-09-2020,1205.300049,1215.560059,1215.560059,3365400
03-10-2020,1260,1280.390015,1280.390015,2611400
03-11-2020,1249.699951,1215.410034,1215.410034,2608500
03-12-2020,1126,1114.910034,1114.910034,4226700
3/13/2020,1179,1219.72998,1219.72998,3700100
3/16/2020,1096,1084.329956,1084.329956,4252400
3/17/2020,1093.109985,1119.800049,1119.800049,3861500
3/18/2020,1056.51001,1096.800049,1096.800049,4233400
3/19/2020,1093.050049,1115.290039,1115.290039,3651100
3/20/2020,1135.719971,1072.319946,1072.319946,3601800
3/23/2020,1061.319946,1056.619995,1056.619995,4044100
3/24/2020,1103.77002,1134.459961,1134.459961,3344500
3/25/2020,1126.469971,1102.48999,1102.48999,4081500
3/26/2020,1111.800049,1161.75,1161.75,3571700
3/27/2020,1125.670044,1110.709961,1110.709961,3208500
3/30/2020,1125.040039,1146.819946,1146.819946,2574100
3/31/2020,1147.300049,1162.810059,1162.810059,2486400
04-01-2020,1122,1105.619995,1105.619995,2344200
04-02-2020,1098.26001,1120.839966,1120.839966,1964900
04-03-2020,1119.015015,1097.880005,1097.880005,2313400
04-06-2020,1138,1186.920044,1186.920044,2664700
04-07-2020,1221,1186.51001,1186.51001,2387300
04-08-2020,1206.5,1210.280029,1210.280029,1975100
04-09-2020,1224.079956,1211.449951,1211.449951,2175400
4/13/2020,1209.180054,1217.560059,1217.560059,1739800
4/14/2020,1245.089966,1269.22998,1269.22998,2470400
4/15/2020,1245.609985,1262.469971,1262.469971,1671700
4/16/2020,1274.099976,1263.469971,1263.469971,2518100
4/17/2020,1284.849976,1283.25,1283.25,1949000
4/20/2020,1271,1266.609985,1266.609985,1695500
4/21/2020,1247,1216.339966,1216.339966,2153000
4/22/2020,1245.540039,1263.209961,1263.209961,2093100
4/23/2020,1271.550049,1276.310059,1276.310059,1566200
4/24/2020,1261.170044,1279.310059,1279.310059,1640400
4/27/2020,1296,1275.880005,1275.880005,1600600
4/28/2020,1287.930054,1233.670044,1233.670044,2951300
4/29/2020,1341.459961,1341.47998,1341.47998,3793600
4/30/2020,1324.880005,1348.660034,1348.660034,2665400
05-01-2020,1328.5,1320.609985,1320.609985,2072500
05-04-2020,1308.22998,1326.800049,1326.800049,1504000
05-05-2020,1337.920044,1351.109985,1351.109985,1651500
05-06-2020,1361.689941,1347.300049,1347.300049,1215400
05-07-2020,1365.939941,1372.560059,1372.560059,1397600
05-08-2020,1383.130005,1388.369995,1388.369995,1388100
05-11-2020,1378.280029,1403.26001,1403.26001,1410600
05-12-2020,1407.119995,1375.73999,1375.73999,1390600
5/13/2020,1377.050049,1349.329956,1349.329956,1812600
5/14/2020,1335.02002,1356.130005,1356.130005,1603100
5/15/2020,1350,1373.189941,1373.189941,1707700
5/18/2020,1361.75,1383.939941,1383.939941,1824000
5/19/2020,1386.996948,1373.484985,1373.484985,1280600
5/20/2020,1389.579956,1406.719971,1406.719971,1655400
5/21/2020,1408,1402.800049,1402.800049,1385000
5/22/2020,1396.709961,1410.420044,1410.420044,1309400
5/26/2020,1437.27002,1417.02002,1417.02002,2060600
5/27/2020,1417.25,1417.839966,1417.839966,1685800
5/28/2020,1396.859985,1416.72998,1416.72998,1692200
5/29/2020,1416.939941,1428.920044,1428.920044,1838100
06-01-2020,1418.390015,1431.819946,1431.819946,1217100
06-02-2020,1430.550049,1439.219971,1439.219971,1278100
06-03-2020,1438.300049,1436.380005,1436.380005,1256200
06-04-2020,1430.400024,1412.180054,1412.180054,1484300
06-05-2020,1413.170044,1438.390015,1438.390015,1734900
06-08-2020,1422.339966,1446.609985,1446.609985,1404200
06-09-2020,1445.359985,1456.160034,1456.160034,1409200
06-10-2020,1459.540039,1465.849976,1465.849976,1525200
06-11-2020,1442.47998,1403.839966,1403.839966,1991300
06-12-2020,1428.48999,1413.180054,1413.180054,1944200
